new_course_id,new_course_name,old_course_id,old_course_name,new_university_id,old_university_id,same_university,new_degree_id,old_degree_id,same_degree,new_faculty_id,old_faculty_id,same_faculty,different_course_id,normalized_new_course_name,normalized_old_course_name,exact_normalized_name_match,name_similarity,new_course_credits,old_course_credits,credits_match,new_course_type_id,old_course_type_id,course_type_match,new_requirement_type_id,old_requirement_type_id,requirement_type_match,new_year_order,old_year_order,planned_year_match,new_semester_order,old_semester_order,planned_semester_match,new_active,old_active,old_first_seen_part_id,old_last_seen_part_id,new_first_seen_part_id,new_last_seen_part_id,semester_gap_between_old_last_and_new_first,overlap_in_active_enrolment,temporal_replacement_signal,old_train_row_count,new_valid_row_count,old_degree_count,new_degree_count,shared_degree_count,shared_degree_ids,old_only_degree_ids,new_only_degree_ids,degree_relationship,diagnostic_conclusion,blocking_difference,review_notes,candidate_rank,candidate_count_for_new_course,ambiguous_best_match
1164.111,التحليل العددي,503.111,التحليل العددي,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,التحليل العددي,التحليل العددي,True,1.0,3,3,True,3,3,True,3,3,True,3,3,True,2,2,True,A,A,20083,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,1031,185,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1165.111,مهارات التواصل,662.111,مهارات التواصل,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,2.111|41.111,False,5.111,2.111,False,True,مهارات التواصل,مهارات التواصل,True,1.0,2,2,True,1,1,True,4,3,False,5,3,False,2,2,True,A,A,20131,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,1596,21,2,10,0,not_available,2.111|41.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1166.111,إدارة المشاريع,505.111,إدارة المشاريع,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,إدارة المشاريع,إدارة المشاريع,True,1.0,2,2,True,1,1,True,4,4,True,5,2|5,False,2,1|2,False,A,A,20102,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,624,112,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1167.111,إدارة المؤسسات,509.111,إدارة المؤسسات,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,إدارة المؤسسات,إدارة المؤسسات,True,1.0,2,2,True,1,1,True,4,4,True,5,1,False,2,2,True,A,A,20111,20233,20222,20233,-5,True,OVERLAPPING_ENROLMENT,461,7,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1172.111,الرياضيات المتقطعة,431.111,الرياضيات المتقطعة,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,الرياضيات المتقطعة,الرياضيات المتقطعة,True,1.0,3,3,True,3,1,False,3,3,True,1,1,True,1,2,False,A,A,20081,20232,20221,20233,-5,True,OVERLAPPING_ENROLMENT,1929,876,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1173.111,الجبر الخطي ونظرية المصفوفات,432.111,الجبر الخطي ونظرية المصفوفات,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,الجبر الخطي ونظرية المصفوفات,الجبر الخطي ونظرية المصفوفات,True,1.0,3,4,False,3,3,True,3,3,True,1,1,True,1,1,True,A,A,20111,20232,20221,20233,-5,True,OVERLAPPING_ENROLMENT,1933,719,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1174.111,الفيزياء1,501.111,الفيزياء 1,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,الفيزياء1,الفيزياء 1,False,0.9473684210526315,3,3,True,3,3,True,3,3,True,1,1,True,1,1,True,A,A,20081,20232,20221,20233,-5,True,OVERLAPPING_ENROLMENT,1910,791,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1175.111,التحليل الرياضي1,502.111,التحليل الرياضي 1,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,التحليل الرياضي1,التحليل الرياضي 1,False,0.9696969696969697,3,4,False,3,3,True,3,3,True,1,1,True,1,2,False,A,A,20081,20232,20221,20233,-5,True,OVERLAPPING_ENROLMENT,1524,917,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1178.111,الدارات المنطقية,434.111,الدارات المنطقية,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,الدارات المنطقية,الدارات المنطقية,True,1.0,3,4,False,3,3,True,3,3,True,1,2,False,2,1,False,A,A,20101,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,1396,567,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1179.111,الفيزياء2,457.111,الفيزياء 2,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,5.111|6.111,False,5.111,not_available,not_available,True,الفيزياء2,الفيزياء 2,False,0.9473684210526315,3,3,True,3,3,True,3,5,False,1,1,True,2,2,True,A,A,20082,20222,20222,20233,-1,True,OVERLAPPING_ENROLMENT,362,759,2,10,0,not_available,5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1182.111,الإحصاء والاحتمالات,504.111,الإحصاء والاحتمالات,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,الإحصاء والاحتمالات,الإحصاء والاحتمالات,True,1.0,3,3,True,3,3,True,3,3,True,2,2,True,1,2,False,A,A,20091,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,886,378,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1183.111,بنيان الحواسيب1,510.111,بنيان الحواسيب,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,بنيان الحواسيب1,بنيان الحواسيب,False,0.9655172413793104,3,3,True,3,1,False,3,3,True,2,2,True,1,2,False,A,A,20091,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,1165,495,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1184.111,الخوارزميات وبنى المعطيات1,516.111,الخوارزميات وبنى المعطيات 1,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,21.111|3.111|4.111|5.111|6.111,False,5.111,5.111,True,True,الخوارزميات وبنى المعطيات1,الخوارزميات وبنى المعطيات 1,False,0.9811320754716981,3,3,True,3,3,True,3,3,True,2,2,True,1,1,True,A,A,20083,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,1088,486,5,10,0,not_available,21.111|3.111|4.111|5.111|6.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
1187.111,نظرية الحوسبة,521.111,نظرية الحوسبة,111,111,True,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3.111|4.111,False,5.111,not_available,not_available,True,نظرية الحوسبة,نظرية الحوسبة,True,1.0,3,3,True,3,3,True,3,5,False,2,2,True,2,2,True,A,A,20102,20233,20221,20233,-6,True,OVERLAPPING_ENROLMENT,483,371,2,10,0,not_available,3.111|4.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,SAME_UNIVERSITY_DIFFERENT_DEGREE,SAME_UNIVERSITY_DIFFERENT_DEGREE,no exact normalized degree_id is shared,Candidate only; no official equivalence source was found and no mapping was accepted.,1,1,False
